car_name_fixed,city,showroom_name,manufacturing_year,trim,body_type,color,product,invygo_baseprice,starter_fee,sto_contract_length,car_condition,vehicle_category
Accent,Dammam,Dammam - Al Itisalat,"2,023",Smart Plus,Sedan,Silver,STS,"1,169",,,NEW,Compact
Accent,Dammam,Dammam - Al Itisalat,"2,023",Smart Plus,Sedan,Silver,STS,"1,169",,,NEW,Compact
Accent,Dammam,Dammam - Al Itisalat,"2,024",Smart,Sedan,Grey,STS,"1,279",,,NEW,Compact
Accent,Dammam,Dammam - Al Itisalat,"2,024",Smart,Sedan,Silver,STS,"1,279",,,NEW,Compact
Accent,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",Smart,Sedan,Silver,STS,"1,279",,,NEW,Compact
Elantra,Dammam,Dammam - Al Itisalat,"2,022",Fleet,Sedan,Grey,MONTHLY,"2,449",,,NEW,Sedan
Alsvin,Dammam,Dammam - Al Itisalat,"2,024",STD,Sedan,Black,MONTHLY,"2,059",,,NEW,Sedan
Alsvin,Dammam,Dammam - Al Itisalat,"2,024",STD,Sedan,White,STS,"1,009",,,NEW,Sedan
Alsvin,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",STD,Sedan,Silver,MONTHLY,"1,879",,,NEW,Sedan
Pegas,Dammam,Dammam - Al Itisalat,"2,024",LX,Sedan,Beige,MONTHLY,"2,219",,,NEW,Compact
Pegas,Dammam,Dammam - Al Itisalat,"2,024",LX,Sedan,Beige,MONTHLY,"2,219",,,NEW,Compact
Pegas,Dammam,Dammam - Al Itisalat,"2,024",LX,Sedan,Grey,MONTHLY,"2,179",,,NEW,Compact
Pegas,Dammam,Dammam - Al Itisalat,"2,023",LX,Sedan,Silver,STS,969,,,NEW,Compact
Pegas,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",LX,Sedan,Grey,STS,969,,,NEW,Compact
500,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",STD,Hatchback,Black,MONTHLY,"4,389",,,NEW,Compact
500,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",STD,Hatchback,Brown,MONTHLY,"4,429",,,NEW,Compact
500,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",STD,Hatchback,Grey,MONTHLY,"4,389",,,NEW,Compact
500,Dammam,Dammam - Al Itisalat,"2,024",STD,Hatchback,Silver,MONTHLY,"4,389",,,NEW,Compact
500,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",STD,Hatchback,Silver,MONTHLY,"4,389",,,NEW,Compact
500,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",STD,Hatchback,Blue,MONTHLY,"4,389",,,NEW,Compact
Sunny,Dammam,Dammam - Al Itisalat,"2,023",S,Sedan,Black,STS,929,,,NEW,Compact
Sunny,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",S,Sedan,Black,STS,929,,,NEW,Compact
Sunny,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",S,Sedan,Black,STS,929,,,NEW,Compact
Sunny,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",S,Sedan,Black,STS,929,,,NEW,Compact
Sunny,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",S,Sedan,Black,STS,929,,,NEW,Compact
Sunny,Dammam,Dammam - Al Itisalat,"2,023",S,Sedan,Silver,STS,929,,,NEW,Compact
Sunny,Dammam,Dammam - Al Itisalat,"2,023",S,Sedan,Red,STS,929,,,NEW,Compact
Sunny,Dammam,Dammam - Al Itisalat,"2,024",S,Sedan,Silver,MONTHLY,"2,129",,,NEW,Compact
Sunny,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",S,Sedan,Silver,MONTHLY,"2,119",,,NEW,Compact
Sunny,Dammam,Dammam - Al Itisalat,"2,024",SV,Sedan,Grey,MONTHLY,"2,399",,,NEW,Compact
Sunny,Dammam,Dammam - Al Itisalat,"2,024",S,Sedan,Silver,STS,"1,049",,,NEW,Compact
Kicks,Dammam,Dammam - Al Itisalat,"2,024",S,SUV,Blue,STS,"1,939",,,NEW,Crossover
Kicks,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",S,SUV,Blue,STS,"1,939",,,NEW,Crossover
Yaris,Riyadh,Riyadh - Al Falah,"2,026",Y,Sedan,White,MONTHLY,"2,799",,,NEW,Compact
Pegas,Riyadh,Daily Riyadh - Al Aqiq,"2,022",LX,Sedan,White,STS,840,,,NEW,Compact
Sunny,Riyadh,Daily Riyadh - Al Aqiq,"2,022",Classic,Sedan,White,STS,700,,,NEW,Compact
Sunny,Riyadh,Daily Riyadh - Al Aqiq,"2,022",Classic,Sedan,White,STS,700,,,NEW,Compact
Tahoe,Riyadh,Riyadh - Qurtubah,"2,025",STD,SUV,Black,STS,"6,030",,,NEW,SUV
Tahoe,Riyadh,Riyadh - Alawali,"2,025",STD,SUV,Blue,STS,"6,030",,,NEW,SUV
Alsvin,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",STD,Sedan,Silver,STS,969,,,NEW,Sedan
Alsvin,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",STD,Sedan,Silver,STS,969,,,NEW,Sedan
Alsvin,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",STD,Sedan,Silver,STS,969,,,NEW,Sedan
Alsvin,Dammam,Dammam - Al Itisalat,"2,023",STD,Sedan,Silver,STS,969,,,NEW,Sedan
Alsvin,Dammam,Dammam - Al Itisalat,"2,023",STD,Sedan,White,STS,969,,,NEW,Sedan
Alsvin,Dammam,Dammam - Al Itisalat,"2,024",STD,Sedan,Silver,MONTHLY,"2,049",,,NEW,Sedan
Alsvin,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",STD,Sedan,Black,STS,"1,009",,,NEW,Sedan
Pegas,Dammam,Dammam - Al Itisalat,"2,024",LX,Sedan,Grey,STS,"1,009",,,NEW,Compact
Pegas,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",LX,Sedan,Grey,STS,"1,009",,,NEW,Compact
Pegas,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",LX,Sedan,Grey,STS,"1,009",,,NEW,Compact
Pegas,Dammam,Dammam - Al Itisalat,"2,024",LX,Sedan,Grey,MONTHLY,"2,149",,,NEW,Compact
Pegas,Dammam,Dammam - Al Itisalat,"2,024",LX,Sedan,Grey,STS,"1,009",,,NEW,Compact
Pegas,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",LX,Sedan,Grey,STS,"1,009",,,NEW,Compact
Pegas,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",LX,Sedan,Grey,STS,"1,009",,,NEW,Compact
Pegas,Dammam,Dammam - Al Itisalat,"2,023",LX,Sedan,Beige,MONTHLY,"2,019",,,NEW,Compact
Pegas,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",LX,Sedan,Beige,STS,969,,,NEW,Compact
Pegas,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",LX,Sedan,Beige,STS,969,,,NEW,Compact
Eado,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",Plus,Sedan,Silver,MONTHLY,"2,329",,,NEW,Sedan
520,Riyadh,Riyadh - As Sulimaniyah,"2,024",STD,Sedan,Black,MONTHLY,"16,719",,,NEW,Sedan
520,Riyadh,Riyadh - Qurtubah,"2,024",STD,Sedan,Black,MONTHLY,"16,719",,,NEW,Sedan
Elantra,Riyadh,Noon - Dhahrat Laban,"2,025",STD,Sedan,White,MONTHLY,"2,789",,,NEW,Sedan
Emgrand,Riyadh,Daily Riyadh - Al Aqiq,"2,026",STD,Sedan,Black,STS,,,,NEW,Sedan
Accent,Riyadh,Riyadh - Qurtubah,"2,025",STD,Sedan,Black,STS,950,,,NEW,Compact
Corolla,Riyadh,Riyadh -  Al Yarmuk,"2,022",XLI,Sedan,Silver,MONTHLY,"3,029",,,NEW,Sedan
Cerato,Jeddah,Jeddah - Ar Rawdah,"2,023",LX,Sedan,White,MONTHLY,"2,349",,,NEW,Compact
Accent,Jeddah,Jeddah - Al-Baghdadiyah Al-Gharbiyah,"2,025",Fleet,Sedan,Silver,MONTHLY,"2,876",,,NEW,Compact
Accent,Riyadh,Riyadh - Al Falah,"2,025",Fleet,Sedan,White,MONTHLY,"2,859",,,NEW,Compact
Tahoe,Dammam,Dammam - Al Rawdah,"2,025",STD,SUV,Black,MONTHLY,"14,400",,,NEW,SUV
Accent,Riyadh,Daily Riyadh - Al Aqiq,"2,026",Fleet,Sedan,Grey,MONTHLY,"2,569",,,NEW,Compact
Dzire,Riyadh,Riyadh - Al Aqiq,"2,024",GL,Sedan,White,MONTHLY,"1,959",,,NEW,Sedan
Yaris,Riyadh,Riyadh - As Sulimaniyah,"2,026",Y,Sedan,Silver,MONTHLY,"2,389",,,NEW,Compact
Accent,Riyadh,Riyadh - Al Khaleej,"2,026",Fleet,Sedan,White,MONTHLY,"2,499",,,NEW,Compact
Pegas,Riyadh,Riyadh - Al Masiaf,"2,026",H,Sedan,White,STS,740,,,NEW,Compact
Pegas,Riyadh,Riyadh - Al Falah,"2,026",LX,Sedan,Silver,MONTHLY,"2,389",,,NEW,Compact
Jolion,Mecca,Mecca - Al Nuzha,"2,025",Basic,Hatchback,Grey,MONTHLY,"3,929",,,NEW,Crossover
Yaris,Jeddah,Jeddah - Ar Rabwah,"2,026",Y,Sedan,White,MONTHLY,"2,329",,,NEW,Compact
Pegas,Riyadh,Riyadh - Al Muruj - Pickup,"2,025",LX,Sedan,Silver,STS,640,,,NEW,Compact
Sunny,Madinah,Madinah - Al Iskan,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
Pegas,Al Khobar,Khobar - Al Thawn,"2,023",LX,Sedan,White,MONTHLY,"2,149",,,NEW,Compact
Accent,Dammam,Dammam - Al Qadisyyah,"2,025",Fleet,Sedan,White,MONTHLY,"2,849",,,NEW,Compact
Sportage,Jeddah,Jeddah - Al-Baghdadiyah Al-Gharbiyah,"2,023",LX,SUV,White,STS,"1,499",,,NEW,Crossover
Sunny,Riyadh,Riyadh -  Al Yarmuk,"2,022",Classic,Sedan,White,STS,799,,,NEW,Compact
5,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,White,STO,"1,975","2,300",,NEW,Compact
Elantra,Dammam,Dammam - Al Rawdah,"2,024",Fleet,Sedan,Grey,STS,980,,,NEW,Sedan
Staria,Dammam,Dammam - Al Rawdah,"2,023",STD,Minivan,Black,STS,"2,080",,,NEW,Minivan
Elantra,Riyadh,Riyadh - Al Quds,"2,025",Fleet,Sedan,Gray,MONTHLY,"3,459",,,NEW,Sedan
Elantra,Riyadh,Riyadh - Al Quds,"2,024",Fleet,Sedan,White,MONTHLY,"3,089",,,NEW,Sedan
Elantra,Dammam,Dammam - Al Rawda,"2,024",Fleet,Sedan,White,MONTHLY,"3,049",,,NEW,Sedan
Eado,Dammam,Dammam - Al Rawda,"2,025",Plus,Sedan,Gray,MONTHLY,"2,969",,,NEW,Sedan
Yaris,Riyadh,Riyadh - King Fahd Rd,"2,024",Y,Sedan,Grey,MONTHLY,"2,329",,,NEW,Compact
Yaris,Dammam,Dammam - Al Rawda,"2,024",Y,Sedan,White,MONTHLY,"2,339",,,NEW,Compact
Elantra,Riyadh,Riyadh - Al Quds,"2,025",Fleet,Sedan,Silver,MONTHLY,"3,499",,,NEW,Sedan
Yaris,Jeddah,Jeddah - Salamah,"2,024",Y,Sedan,Grey,MONTHLY,"2,309",,,NEW,Compact
Accent,Dammam,Dammam - Al Rawda,"2,024",Smart,Sedan,Grey,MONTHLY,"2,399",,,NEW,Compact
Yaris,Dammam,Dammam - Al Rawda,"2,024",Y,Sedan,White,MONTHLY,"2,329",,,NEW,Compact
Alsvin,Riyadh,Riyadh - Al Quds,"2,024",STD,Sedan,White,MONTHLY,"1,739",,,NEW,Sedan
Alsvin,Dammam,Dammam - Al Rawda,"2,025",STD,Sedan,Silver,MONTHLY,"1,829",,,NEW,Sedan
Yaris,Riyadh,Riyadh - Al Quds,"2,024",Y,Sedan,White,MONTHLY,"2,339",,,NEW,Compact
Accent,Dammam,Dammam - Al Rawda,"2,025",Fleet,Sedan,White,MONTHLY,"2,449",,,NEW,Compact
Elantra,Dammam,Dammam - Al Rawda,"2,025",Fleet,Sedan,White,MONTHLY,"3,499",,,NEW,Sedan
Yaris,Riyadh,Riyadh - Qurtubah,"2,024",Y,Sedan,White,MONTHLY,"2,339",,,NEW,Compact
Accent,Dammam,Dammam - Al Rawda,"2,024",Smart,Sedan,Grey,MONTHLY,"2,379",,,NEW,Compact
Yaris,Riyadh,Riyadh - Al Sahaba,"2,024",Y,Sedan,Silver,MONTHLY,"2,339",,,NEW,Compact
Eado,Dammam,Dammam - Al Rawda,"2,025",Plus,Sedan,Silver,MONTHLY,"2,969",,,NEW,Sedan
Yaris,Riyadh,Riyadh - Al Quds,"2,024",Y,Sedan,Grey,MONTHLY,"2,329",,,NEW,Compact
Accent,Riyadh,Riyadh - Al Quds,"2,024",Smart,Sedan,Grey,MONTHLY,"2,419",,,NEW,Compact
Eado,Riyadh,Riyadh - King Fahd Rd,"2,025",Plus,Sedan,Silver,MONTHLY,"2,959",,,NEW,Sedan
Elantra,Dammam,Dammam - Al Rawda,"2,024",Fleet,Sedan,White,MONTHLY,"3,089",,,NEW,Sedan
Alsvin,Riyadh,Riyadh - Al Quds,"2,024",STD,Sedan,Blue,MONTHLY,"1,739",,,NEW,Sedan
Accent,Dammam,Dammam - Al Rawda,"2,025",Fleet,Sedan,White,MONTHLY,"2,459",,,NEW,Compact
Dzire,Jeddah,Jeddah - Palestine,"2,024",GL,Sedan,Silver,MONTHLY,"2,039",,,NEW,Sedan
Dzire,Jeddah,Jeddah - Aziziyah,"2,024",GL,Sedan,Grey,MONTHLY,"2,039",,,NEW,Sedan
Dzire,Riyadh,Riyadh - King Fahd Rd,"2,024",GL,Sedan,Silver,MONTHLY,"2,039",,,NEW,Sedan
Accent,Jeddah,Jeddah - Al-Madinah Al-Munawarah,"2,025",Fleet,Sedan,Black,MONTHLY,"2,459",,,NEW,Compact
Tahoe,Riyadh,Riyadh - Al Masiaf,"2,023",STD,SUV,Black,STS,"3,030",,,NEW,SUV
Yaris,Riyadh,Riyadh -  Al Yarmuk,"2,026",Y,Sedan,White,MONTHLY,"2,799",,,NEW,Compact
Tucson,Riyadh,Riyadh - Al Masiaf 2,"2,023",STD,SUV,Grey,MONTHLY,"4,199",,,NEW,Crossover
Hilux,Riyadh,Riyadh - Al Masiaf,"2,025",STD,Pickup,White,STS,"3,000",,,NEW,Pickup
Sunny,Riyadh,Riyadh - Sulimaniyah,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
Sunny,Jeddah,Jeddah - Palestine,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
Sunny,Jeddah,Jeddah - Palestine,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
Sunny,Jeddah,Jeddah - Palestine,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
Sunny,Jeddah,Jeddah - Palestine,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
Yaris,Riyadh,Riyadh - Al Qirawan,"2,024",STD,Sedan,White,STS,790,,,NEW,Compact
Arrizo 5,Riyadh,Riyadh - Al Qirawan,"2,024",STD,Sedan,Grey,MONTHLY,"2,289",,,NEW,Sedan
Pegas,Riyadh,Noon - Dhahrat Laban,"2,024",STD,Sedan,Silver,STS,610,,,NEW,Compact
i10,Riyadh,Daily Riyadh - Al Aqiq,"2,026",MPI,Sedan,White,STS,700,,,NEW,Compact
i10,Riyadh,Riyadh - Al Aqiq,"2,026",MPI,Sedan,White,MONTHLY,"2,019",,,NEW,Compact
RAV4,Riyadh,Riyadh - Al Masiaf,"2,026",STD,SUV,Black,STS,"2,930",,,NEW,Crossover
Elantra,Riyadh,Riyadh - Al-Qirawan ( 1 ),"2,025",Fleet,Sedan,White,MONTHLY,"3,089",,,NEW,Sedan
Yaris,Al Khobar,Al Khobar - Al Thuqbah,"2,026",STD,Sedan,White,STS,810,,,NEW,Compact
Elantra,Dammam,Dammam - Al Jesr,"2,024",Fleet,Sedan,White,STS,980,,,NEW,Sedan
Territory,Al Khobar,Al Khobar - Al Thuqbah,"2,024",STD,CUV,White,STS,"2,330",,,NEW,Crossover
Grand i10,Jeddah,Jeddah  - North,"2,026",GLS,Sedan,Silver,MONTHLY,"2,099",,,NEW,Compact
Grand i10,Jeddah,Jeddah  - North,"2,026",GLS,Sedan,White,STS,,,,NEW,Compact
Grand i10,Jeddah,Jeddah  - Al Naseem,"2,026",GLS,Sedan,White,STS,,,,NEW,Compact
Grand i10,Jeddah,Jeddah  - Al Naseem,"2,026",GLS,Sedan,Silver,STS,,,,NEW,Compact
Grand i10,Jeddah,Jeddah  - North,"2,026",GLS,Sedan,Silver,STS,,,,NEW,Compact
Grand i10,Jeddah,Jeddah  - North,"2,026",GLS,Sedan,Silver,STS,,,,NEW,Compact
Grand i10,Jeddah,Jeddah  - North,"2,026",GLS,Sedan,Silver,STS,,,,NEW,Compact
Elantra,Riyadh,Riyadh - Anas BinMalik,"2,026",Fleet,Sedan,Silver,MONTHLY,"2,859",,,NEW,Sedan
Pegas,Riyadh,Riyadh - Anas BinMalik,"2,026",LX,Sedan,White,MONTHLY,"1,869",,,NEW,Compact
Accent,Riyadh,Riyadh - Anas BinMalik,"2,026",Fleet,Sedan,Black,MONTHLY,"2,539",,,NEW,Compact
Pegas,Riyadh,Riyadh - Anas BinMalik,"2,026",LX,Sedan,White,STS,680,,,NEW,Compact
Pegas,Riyadh,Riyadh - Anas BinMalik,"2,026",LX,Sedan,White,STS,680,,,NEW,Compact
Taurus,Riyadh,Riyadh - Anas BinMalik,"2,026",Ambiente NG,Sedan,Black,MONTHLY,"5,259",,,NEW,Sedan
Accent,Riyadh,Riyadh - Anas BinMalik,"2,026",Fleet,Sedan,Black,STS,720,,,NEW,Compact
Accent,Riyadh,Riyadh - Anas BinMalik,"2,026",Fleet,Sedan,Black,STS,720,,,NEW,Compact
Accent,Riyadh,Riyadh - Anas BinMalik,"2,026",Fleet,Sedan,Black,STS,720,,,NEW,Compact
Yaris,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Compact
Yaris,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Compact
Yaris,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,Gray,STO,"2,300","2,500",,NEW,Compact
Yaris,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Compact
Yaris,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Compact
Yaris,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",,NEW,Compact
Yaris,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",,NEW,Compact
Yaris,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Compact
Yaris,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Compact
Yaris,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Compact
Yaris,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Compact
Yaris,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Compact
Yaris,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Compact
Yaris,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Compact
Accent,Riyadh,Riyadh - Sulimaniyah,"2,024",Smart,Sedan,Brown,MONTHLY,"2,699",,,NEW,Compact
Accent,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,500","2,700",,NEW,Compact
Accent,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Fleet,Sedan,Silver,STO,"2,500","2,700",,NEW,Compact
Accent,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,500","2,700",,NEW,Compact
Accent,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,500","2,700",,NEW,Compact
Accent,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,500","2,700",,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,White,MONTHLY,"2,569",,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,White,MONTHLY,"2,569",,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,White,MONTHLY,"2,569",,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,White,MONTHLY,"2,569",,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,White,MONTHLY,"2,569",,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,Grey,MONTHLY,"2,549",,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,Grey,MONTHLY,"2,549",,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,Grey,MONTHLY,"2,549",,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,Grey,STS,870,,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,Grey,STS,870,,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,Grey,STS,870,,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,Grey,STS,870,,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,Grey,MONTHLY,"2,439",,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,Silver,MONTHLY,"2,439",,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,Silver,MONTHLY,"2,439",,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,White,MONTHLY,"2,439",,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,White,MONTHLY,"2,439",,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,White,MONTHLY,"2,439",,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,White,MONTHLY,"2,439",,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,Grey,STS,750,,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,Silver,STS,750,,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,Silver,STS,750,,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,White,STS,750,,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,White,STS,750,,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,White,STS,750,,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,White,STS,750,,,NEW,Compact
Pegas,Riyadh,Riyadh - As Sahabah,"2,026",LX,Sedan,Silver,MONTHLY,"1,899",,,NEW,Compact
Creta,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Fleet,SUV,Silver,STO,"2,725","3,000",,NEW,Crossover
Creta,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Fleet,SUV,White,STO,"2,725","3,000",,NEW,Crossover
Emgrand,Riyadh,Riyadh - Khorreiss Road - Pickup,"2,026",STD,Sedan,White,STO,"2,150","2,400",,NEW,Sedan
Emgrand,Riyadh,Riyadh - Khorreiss Road - Pickup,"2,026",STD,Sedan,White,STO,"2,150","2,400",,NEW,Sedan
Emgrand,Riyadh,Riyadh - Khorreiss Road - Pickup,"2,026",STD,Sedan,White,STO,"2,150","2,400",,NEW,Sedan
Grand i10,Riyadh,Riyadh - Al jazirah,"2,025",GLS,Sedan,White,MONTHLY,"1,929",,,NEW,Compact
Grand i10,Riyadh,Riyadh - Al jazirah,"2,025",GLS,Sedan,White,MONTHLY,"1,929",,,NEW,Compact
Grand i10,Riyadh,Riyadh - Al jazirah,"2,025",GLS,Sedan,White,MONTHLY,"1,929",,,NEW,Compact
Grand i10,Riyadh,Riyadh - Al jazirah,"2,025",GLS,Sedan,White,MONTHLY,"1,929",,,NEW,Compact
Grand i10,Riyadh,Riyadh - Al jazirah,"2,025",GLS,Sedan,White,MONTHLY,"1,929",,,NEW,Compact
Dzire,Riyadh,Riyadh - Al jazirah,"2,026",GL,Sedan,White,STS,770,,,NEW,Sedan
Dzire,Riyadh,Riyadh - Al jazirah,"2,026",GL,Sedan,White,STS,770,,,NEW,Sedan
Dzire,Riyadh,Riyadh - Al jazirah,"2,026",GL,Sedan,White,STS,770,,,NEW,Sedan
Pegas,Riyadh,Riyadh - Al Urubah,"2,026",LX,Sedan,White,MONTHLY,"1,869",,,NEW,Compact
Yaris,Riyadh,Ritadh - Al Areed,"2,026",Y,Sedan,White,MONTHLY,"2,389",,,NEW,Compact
Pegas,Arar,ARAR,"2,022",LX,Sedan,White,MONTHLY,"2,140",,,NEW,Compact
Sportage,Turayf,Rafhaa,"2,023",LX,SUV,White,MONTHLY,"5,699",,,NEW,Crossover
Yaris,Riyadh,Ritadh - Al Areed,"2,026",Y,Sedan,White,STS,830,,,NEW,Compact
Vigus,Riyadh,Riyadh - Sulimaniyah,"2,024",4x4,Pickup,White,MONTHLY,"4,719",,,NEW,Pickup
Grand i10,Riyadh,Riyadh - Al Yarmuk,"2,025",GLS,Sedan,White,MONTHLY,"1,889",,,NEW,Compact
Grand i10,Riyadh,Riyadh - Al Yarmuk,"2,025",GLS,Sedan,White,MONTHLY,"1,889",,,NEW,Compact
Accent,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",,NEW,Compact
Accent,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",,NEW,Compact
Accent,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","2,600",,NEW,Compact
Accent,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",,NEW,Compact
Accent,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",,NEW,Compact
Elantra,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,White,STO,"2,925","1,700",,NEW,Sedan
Elantra,Dammam,Dammam - Al Rawdah - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","1,700",,NEW,Sedan
Elantra,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","1,700",,NEW,Sedan
